sample_id,disaster_event,selected,reason
hurricane-harvey_00000200,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000203,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000204,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000205,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000206,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000207,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000208,hurricane-harvey,no,not_selected
hurricane-harvey_00000210,hurricane-harvey,no,not_selected
hurricane-harvey_00000212,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000213,hurricane-harvey,no,not_selected
hurricane-harvey_00000214,hurricane-harvey,no,not_selected
hurricane-harvey_00000216,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000217,hurricane-harvey,no,not_selected
hurricane-harvey_00000218,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000220,hurricane-harvey,no,not_selected
hurricane-harvey_00000221,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000222,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000224,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000226,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000228,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000231,hurricane-harvey,no,not_selected
hurricane-harvey_00000232,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000233,hurricane-harvey,no,not_selected
hurricane-harvey_00000235,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000237,hurricane-harvey,no,not_selected
hurricane-harvey_00000238,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000239,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000241,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000242,hurricane-harvey,no,not_selected
hurricane-harvey_00000243,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000244,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000245,hurricane-harvey,no,not_selected
hurricane-harvey_00000248,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000249,hurricane-harvey,no,not_selected
hurricane-harvey_00000251,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000255,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000257,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000258,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000260,hurricane-harvey,no,not_selected
hurricane-harvey_00000261,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000262,hurricane-harvey,no,not_selected
hurricane-harvey_00000264,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000265,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000266,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000267,hurricane-harvey,no,not_selected
hurricane-harvey_00000268,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000269,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000270,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000271,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000272,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000273,hurricane-harvey,no,not_selected
hurricane-harvey_00000274,hurricane-harvey,no,not_selected
hurricane-harvey_00000275,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000277,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000278,hurricane-harvey,no,not_selected
hurricane-harvey_00000280,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000281,hurricane-harvey,no,not_selected
hurricane-harvey_00000284,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000285,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000286,hurricane-harvey,no,not_selected
hurricane-harvey_00000288,hurricane-harvey,no,not_selected
hurricane-harvey_00000289,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000291,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000292,hurricane-harvey,no,not_selected
hurricane-harvey_00000299,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000300,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000302,hurricane-harvey,no,not_selected
hurricane-harvey_00000307,hurricane-harvey,no,not_selected
hurricane-harvey_00000309,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000312,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000313,hurricane-harvey,no,not_selected
hurricane-harvey_00000315,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000316,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000317,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000318,hurricane-harvey,no,not_selected
hurricane-harvey_00000319,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000320,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000323,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000325,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000327,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000329,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000330,hurricane-harvey,no,not_selected
hurricane-harvey_00000332,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000333,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000335,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000336,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000337,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000338,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000344,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000345,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000346,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000347,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000348,hurricane-harvey,no,not_selected
hurricane-harvey_00000351,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000354,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000356,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000357,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000358,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000361,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000365,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000366,hurricane-harvey,no,not_selected
hurricane-harvey_00000367,hurricane-harvey,no,not_selected
hurricane-harvey_00000369,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000373,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000374,hurricane-harvey,no,not_selected
hurricane-harvey_00000375,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000379,hurricane-harvey,no,not_selected
hurricane-harvey_00000380,hurricane-harvey,no,not_selected
hurricane-harvey_00000381,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000382,hurricane-harvey,no,not_selected
hurricane-harvey_00000384,hurricane-harvey,no,not_selected
hurricane-harvey_00000387,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000388,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000389,hurricane-harvey,no,not_selected
hurricane-harvey_00000391,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000392,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000393,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000396,hurricane-harvey,no,not_selected
hurricane-harvey_00000397,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000398,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000400,hurricane-harvey,no,not_selected
hurricane-harvey_00000402,hurricane-harvey,no,not_selected
hurricane-harvey_00000406,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000408,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000410,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000411,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000412,hurricane-harvey,no,not_selected
hurricane-harvey_00000413,hurricane-harvey,no,not_selected
hurricane-harvey_00000418,hurricane-harvey,no,not_selected
hurricane-harvey_00000419,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000422,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000423,hurricane-harvey,no,not_selected
hurricane-harvey_00000425,hurricane-harvey,no,not_selected
hurricane-harvey_00000426,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000427,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000429,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000430,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000431,hurricane-harvey,no,not_selected
hurricane-harvey_00000432,hurricane-harvey,no,not_selected
hurricane-harvey_00000433,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000434,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000435,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000436,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000437,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000438,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000439,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000440,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000442,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000443,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000444,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000446,hurricane-harvey,no,not_selected
hurricane-harvey_00000448,hurricane-harvey,no,not_selected
hurricane-harvey_00000451,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000452,hurricane-harvey,no,not_selected
hurricane-harvey_00000454,hurricane-harvey,no,not_selected
hurricane-harvey_00000455,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000461,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000462,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000463,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000467,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000469,hurricane-harvey,no,not_selected
hurricane-harvey_00000470,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000471,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000472,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000473,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000474,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000477,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000478,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000480,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000481,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000482,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000484,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000486,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000488,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000489,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000491,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000492,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000493,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000494,hurricane-harvey,no,not_selected
hurricane-harvey_00000495,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000496,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000499,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000500,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000501,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000502,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000505,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000506,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000507,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000508,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000509,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000511,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000512,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000514,hurricane-harvey,no,not_selected
hurricane-harvey_00000515,hurricane-harvey,no,not_selected
hurricane-harvey_00000517,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000519,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000520,hurricane-harvey,yes,stratified_diverse
hurricane-harvey_00000521,hurricane-harvey,yes,stratified_diverse
hurricane-matthew_00000000,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000001,hurricane-matthew,no,not_selected
hurricane-matthew_00000002,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000003,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000004,hurricane-matthew,no,not_selected
hurricane-matthew_00000005,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000006,hurricane-matthew,no,not_selected
hurricane-matthew_00000007,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000008,hurricane-matthew,no,not_selected
hurricane-matthew_00000009,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000013,hurricane-matthew,no,not_selected
hurricane-matthew_00000014,hurricane-matthew,no,not_selected
hurricane-matthew_00000016,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000017,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000021,hurricane-matthew,no,not_selected
hurricane-matthew_00000023,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000030,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000031,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000034,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000035,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000039,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000040,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000041,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000043,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000044,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000045,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000048,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000049,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000050,hurricane-matthew,no,not_selected
hurricane-matthew_00000051,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000052,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000053,hurricane-matthew,no,not_selected
hurricane-matthew_00000054,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000056,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000060,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000062,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000063,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000064,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000065,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000066,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000067,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000069,hurricane-matthew,no,not_selected
hurricane-matthew_00000070,hurricane-matthew,no,not_selected
hurricane-matthew_00000071,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000072,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000075,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000077,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000078,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000079,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000080,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000082,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000083,hurricane-matthew,no,not_selected
hurricane-matthew_00000084,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000085,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000086,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000089,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000090,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000092,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000093,hurricane-matthew,no,not_selected
hurricane-matthew_00000094,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000095,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000097,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000099,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000100,hurricane-matthew,no,not_selected
hurricane-matthew_00000102,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000103,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000104,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000110,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000116,hurricane-matthew,no,not_selected
hurricane-matthew_00000119,hurricane-matthew,no,not_selected
hurricane-matthew_00000120,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000125,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000126,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000128,hurricane-matthew,no,not_selected
hurricane-matthew_00000129,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000130,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000132,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000133,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000134,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000136,hurricane-matthew,no,not_selected
hurricane-matthew_00000137,hurricane-matthew,no,not_selected
hurricane-matthew_00000139,hurricane-matthew,no,not_selected
hurricane-matthew_00000140,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000143,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000145,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000149,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000152,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000153,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000154,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000155,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000156,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000158,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000159,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000162,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000164,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000166,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000167,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000168,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000169,hurricane-matthew,no,not_selected
hurricane-matthew_00000170,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000171,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000172,hurricane-matthew,no,not_selected
hurricane-matthew_00000173,hurricane-matthew,no,not_selected
hurricane-matthew_00000174,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000175,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000176,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000178,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000179,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000180,hurricane-matthew,no,not_selected
hurricane-matthew_00000181,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000182,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000185,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000186,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000187,hurricane-matthew,no,not_selected
hurricane-matthew_00000188,hurricane-matthew,no,not_selected
hurricane-matthew_00000190,hurricane-matthew,no,not_selected
hurricane-matthew_00000192,hurricane-matthew,no,not_selected
hurricane-matthew_00000193,hurricane-matthew,no,not_selected
hurricane-matthew_00000195,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000197,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000198,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000200,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000202,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000204,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000205,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000206,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000207,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000208,hurricane-matthew,no,not_selected
hurricane-matthew_00000209,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000211,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000212,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000213,hurricane-matthew,no,not_selected
hurricane-matthew_00000215,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000219,hurricane-matthew,no,not_selected
hurricane-matthew_00000221,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000222,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000223,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000226,hurricane-matthew,no,not_selected
hurricane-matthew_00000228,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000231,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000232,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000233,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000234,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000237,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000238,hurricane-matthew,no,not_selected
hurricane-matthew_00000239,hurricane-matthew,no,not_selected
hurricane-matthew_00000241,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000242,hurricane-matthew,no,not_selected
hurricane-matthew_00000243,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000244,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000245,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000248,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000249,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000250,hurricane-matthew,no,not_selected
hurricane-matthew_00000251,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000252,hurricane-matthew,no,not_selected
hurricane-matthew_00000256,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000259,hurricane-matthew,no,not_selected
hurricane-matthew_00000260,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000261,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000263,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000264,hurricane-matthew,no,not_selected
hurricane-matthew_00000265,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000268,hurricane-matthew,no,not_selected
hurricane-matthew_00000269,hurricane-matthew,no,not_selected
hurricane-matthew_00000271,hurricane-matthew,no,not_selected
hurricane-matthew_00000275,hurricane-matthew,no,not_selected
hurricane-matthew_00000276,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000278,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000279,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000281,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000283,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000284,hurricane-matthew,no,not_selected
hurricane-matthew_00000285,hurricane-matthew,no,not_selected
hurricane-matthew_00000287,hurricane-matthew,no,not_selected
hurricane-matthew_00000289,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000293,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000295,hurricane-matthew,no,not_selected
hurricane-matthew_00000296,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000301,hurricane-matthew,no,not_selected
hurricane-matthew_00000302,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000303,hurricane-matthew,no,not_selected
hurricane-matthew_00000305,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000306,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000307,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000310,hurricane-matthew,no,not_selected
hurricane-matthew_00000311,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000312,hurricane-matthew,no,not_selected
hurricane-matthew_00000314,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000316,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000319,hurricane-matthew,no,not_selected
hurricane-matthew_00000321,hurricane-matthew,no,not_selected
hurricane-matthew_00000322,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000328,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000329,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000331,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000332,hurricane-matthew,no,not_selected
hurricane-matthew_00000334,hurricane-matthew,no,not_selected
hurricane-matthew_00000335,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000336,hurricane-matthew,no,not_selected
hurricane-matthew_00000338,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000341,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000343,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000346,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000347,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000350,hurricane-matthew,no,not_selected
hurricane-matthew_00000353,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000354,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000355,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000360,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000362,hurricane-matthew,no,not_selected
hurricane-matthew_00000363,hurricane-matthew,no,not_selected
hurricane-matthew_00000364,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000365,hurricane-matthew,no,not_selected
hurricane-matthew_00000366,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000367,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000368,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000369,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000370,hurricane-matthew,no,not_selected
hurricane-matthew_00000372,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000373,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000375,hurricane-matthew,no,not_selected
hurricane-matthew_00000376,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000379,hurricane-matthew,no,not_selected
hurricane-matthew_00000380,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000381,hurricane-matthew,no,not_selected
hurricane-matthew_00000384,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000385,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000387,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000388,hurricane-matthew,no,not_selected
hurricane-matthew_00000390,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000392,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000393,hurricane-matthew,no,not_selected
hurricane-matthew_00000398,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000399,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000400,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000401,hurricane-matthew,yes,stratified_diverse
hurricane-matthew_00000402,hurricane-matthew,no,not_selected
hurricane-michael_00000000,hurricane-michael,no,not_selected
hurricane-michael_00000001,hurricane-michael,no,not_selected
